Geneid FLT1.bam FLT2.bam FLT3.bam GC1.bam GC2.bam GC3.bam
ENSMUSG00000059687 0 0 0 0 0 0
ENSMUSG00000092601 0 0 0 0 0 0
ENSMUSG00000029184 0 0 0 0 0 0
ENSMUSG00000016283 2 2 0 4 1 0
ENSMUSG00000090894 0 0 0 0 0 0
ENSMUSG00000095858 0 0 0 0 0 0
ENSMUSG00000095603 0 0 0 0 0 0
ENSMUSG00000002279 293 319 281 282 313 318
ENSMUSG00000119129 0 0 0 0 0 0
ENSMUSG00000117791 0 0 0 0 0 0
ENSMUSG00000118136 0 0 0 0 0 0
ENSMUSG00000117657 0 2 0 0 1 0
ENSMUSG00000025739 0 0 0 0 0 0
ENSMUSG00000019214 14 10 6 3 5 4
ENSMUSG00000041199 17 6 16 22 21 8
ENSMUSG00000041062 0 0 0 0 0 0
ENSMUSG00002075207 0 0 0 0 0 0
ENSMUSG00000063011 1 1 5 13 8 12
ENSMUSG00000117741 0 0 0 0 0 0
ENSMUSG00000002280 126 170 175 166 195 237
ENSMUSG00000061046 29 35 27 31 35 34
ENSMUSG00000098329 0 0 0 0 0 0
ENSMUSG00000071202 0 3 2 0 0 0
ENSMUSG00000057411 80 77 60 91 73 102
ENSMUSG00000118135 0 0 0 0 0 0
ENSMUSG00000025738 2 3 1 1 2 1
ENSMUSG00000025737 147 173 162 161 160 171
ENSMUSG00000025736 123 164 148 169 165 154
ENSMUSG00000039615 134 153 120 136 162 191
ENSMUSG00000093076 0 0 0 0 0 0
ENSMUSG00000120308 11 6 8 15 16 17
ENSMUSG00000025735 11 3 1 7 3 5
ENSMUSG00000093593 0 0 0 0 1 0
ENSMUSG00000025733 230 190 193 165 195 217
ENSMUSG00000073434 63 77 62 56 21 36
ENSMUSG00000025732 231 230 225 343 330 307
ENSMUSG00000025731 522 473 487 572 570 535
ENSMUSG00000071192 4 5 5 15 13 5
ENSMUSG00000084862 6 1 5 2 6 6
ENSMUSG00000025728 319 263 287 367 351 351
ENSMUSG00000090113 0 2 0 0 0 0
ENSMUSG00000025727 0 0 0 0 0 0
ENSMUSG00000097405 0 0 1 0 0 0
ENSMUSG00000037326 156 147 108 140 146 139
ENSMUSG00000097523 5 2 2 6 8 5
ENSMUSG00000058159 0 0 1 0 0 0
ENSMUSG00000003541 12 20 8 4 8 7
ENSMUSG00000059714 230 209 194 190 165 178
ENSMUSG00000001525 839 839 798 669 733 609
ENSMUSG00000061607 211 179 183 167 186 208
ENSMUSG00000087443 0 1 0 0 0 0
ENSMUSG00000059791 3 1 1 0 0 0
ENSMUSG00000121151 0 3 1 0 1 0
ENSMUSG00000034595 105 127 116 74 76 91
ENSMUSG00002076711 0 0 0 0 0 0
ENSMUSG00000024422 339 353 342 389 431 372
ENSMUSG00000050705 193 206 212 263 228 284
ENSMUSG00000084998 15 3 6 12 10 9
ENSMUSG00000024426 150 115 122 126 125 133
ENSMUSG00000024436 100 93 82 101 89 86
ENSMUSG00000039220 570 586 610 529 540 525
ENSMUSG00000084751 0 0 0 0 0 0
ENSMUSG00000049832 73 68 100 94 98 84
ENSMUSG00000092284 0 0 0 0 0 0
ENSMUSG00000038762 651 658 712 861 786 820
ENSMUSG00000077931 0 0 0 0 0 0
ENSMUSG00000120154 3 2 0 8 0 4
ENSMUSG00000038500 66 66 61 69 79 82
ENSMUSG00000024429 278 277 283 328 332 285
ENSMUSG00000092604 0 0 0 0 0 0
ENSMUSG00000092368 0 4 1 4 3 6
ENSMUSG00000053835 66 46 81 42 45 43
ENSMUSG00000067212 1349 1270 1206 1212 1151 1159
ENSMUSG00000056116 597 613 705 689 664 647
ENSMUSG00000073407 0 2 3 2 2 0
ENSMUSG00000121510 2 3 0 0 1 1
ENSMUSG00000024446 63 55 48 58 63 50
ENSMUSG00000045409 152 151 154 160 135 166
ENSMUSG00000023083 0 0 0 0 1 0
ENSMUSG00000024448 0 0 0 0 0 0
ENSMUSG00000073423 51 30 46 35 32 18
ENSMUSG00000092412 0 0 0 0 0 0
ENSMUSG00000032739 0 2 3 0 0 0
ENSMUSG00000059208 767 763 694 821 831 763
ENSMUSG00000079557 365 352 305 449 451 458
ENSMUSG00002076706 0 0 0 0 0 0
ENSMUSG00000077450 242 222 207 224 258 226
ENSMUSG00000090952 25 31 42 34 38 44
ENSMUSG00000002289 1003 899 890 1727 1869 1773
ENSMUSG00000092602 1 0 1 0 0 0
ENSMUSG00000042099 37 47 39 36 59 56
ENSMUSG00000067288 756 742 731 833 854 795
ENSMUSG00000041881 616 640 573 657 776 685
ENSMUSG00000002308 26 29 36 31 55 30
ENSMUSG00000092571 0 0 0 0 0 0
ENSMUSG00000115113 0 0 0 0 0 0
ENSMUSG00000119263 0 0 0 0 0 0
ENSMUSG00000092349 2 2 3 0 0 0
ENSMUSG00000092564 11 20 18 21 17 21
ENSMUSG00000101438 0 0 0 0 0 0
ENSMUSG00000121503 128 127 135 128 124 102
ENSMUSG00000118026 1 5 0 1 0 3
ENSMUSG00000117278 0 0 0 0 0 0
ENSMUSG00000052469 0 0 0 0 0 0
ENSMUSG00000117218 0 0 0 0 0 0
ENSMUSG00000117092 0 0 0 0 0 0
ENSMUSG00000101639 0 0 0 0 0 0
ENSMUSG00002075210 0 0 0 0 0 0
ENSMUSG00000119272 0 0 0 0 0 0
ENSMUSG00000117042 2 6 4 3 6 6
ENSMUSG00000117063 0 0 0 0 0 0
ENSMUSG00000090211 0 0 0 0 0 0
ENSMUSG00000060417 0 0 0 0 0 0
ENSMUSG00000121414 0 0 3 0 0 0
ENSMUSG00000079711 0 0 0 0 0 0
ENSMUSG00000119586 0 0 0 0 0 0
ENSMUSG00000077349 0 0 0 0 0 0
ENSMUSG00000085705 0 2 0 1 0 0
ENSMUSG00000038347 2 9 2 9 8 11
ENSMUSG00000068036 599 632 582 677 667 643
ENSMUSG00000089883 17 8 15 12 15 13
ENSMUSG00000115221 0 0 0 0 0 0
ENSMUSG00000067941 0 0 0 0 0 0
ENSMUSG00000101307 0 0 0 0 0 0
ENSMUSG00000101361 0 0 0 0 0 0
ENSMUSG00000099476 0 0 0 0 0 0
ENSMUSG00000117280 0 0 0 0 0 0
ENSMUSG00000120609 0 0 0 0 0 0
ENSMUSG00000048826 69 86 89 109 93 106
ENSMUSG00000117185 0 0 0 0 0 0
ENSMUSG00000117254 0 0 0 0 0 0
ENSMUSG00000067201 0 0 0 0 0 0
ENSMUSG00000092485 0 0 0 0 0 0
ENSMUSG00000037334 0 0 0 0 0 0
ENSMUSG00000092298 0 0 0 0 0 0
ENSMUSG00000092377 0 0 0 0 0 0
ENSMUSG00000092172 0 0 0 0 1 1
ENSMUSG00000092343 0 0 0 0 0 0
ENSMUSG00000092435 0 0 0 0 0 0
ENSMUSG00000092521 0 0 0 0 0 0
ENSMUSG00000092385 0 0 0 0 0 0
ENSMUSG00000092460 9 6 8 9 2 10
ENSMUSG00000037246 0 0 0 0 0 0
ENSMUSG00000037130 2 0 0 0 0 0
ENSMUSG00000036214 70 100 84 116 88 61
ENSMUSG00000117256 0 1 0 0 0 2
ENSMUSG00000117225 85 99 90 67 88 74
ENSMUSG00000117060 415 458 390 507 450 464
ENSMUSG00000117014 68 54 40 49 52 64
ENSMUSG00000045394 19 3 8 19 13 11
ENSMUSG00000024151 89 93 104 134 112 137
ENSMUSG00000050138 0 0 1 0 0 0
ENSMUSG00000117466 0 0 1 0 0 0
ENSMUSG00000093922 0 0 0 0 0 0
ENSMUSG00000117455 37 28 28 36 29 30
ENSMUSG00000117522 53 32 19 42 45 46
ENSMUSG00000005370 132 124 131 120 124 125
ENSMUSG00000117082 0 0 0 0 0 0
ENSMUSG00000084428 0 0 0 0 0 0
ENSMUSG00000117022 0 0 0 0 0 0
ENSMUSG00000071052 387 343 415 410 399 406
ENSMUSG00000117413 0 0 0 0 0 0
ENSMUSG00000054640 13 32 23 15 18 20
ENSMUSG00000097897 0 0 0 0 0 0
ENSMUSG00000120175 16 22 8 9 17 14
ENSMUSG00000121209 0 0 1 1 0 0
ENSMUSG00000044526 0 0 0 0 0 0
ENSMUSG00000110218 5 4 2 2 4 2
ENSMUSG00000042625 701 632 682 640 627 625
ENSMUSG00000071054 526 535 502 629 589 538
ENSMUSG00000049760 312 292 293 477 488 420
ENSMUSG00000057863 852 799 830 925 939 1033
ENSMUSG00000041168 1288 1269 1219 1329 1403 1405
ENSMUSG00000040828 21 11 16 19 14 13
ENSMUSG00000002372 343 276 309 266 282 248
ENSMUSG00000121599 0 0 0 0 0 0
ENSMUSG00000054723 114 112 134 146 153 142
ENSMUSG00000002379 234 211 238 308 276 278
ENSMUSG00000039481 1 1 5 7 6 5
ENSMUSG00000007603 113 148 154 138 103 128
ENSMUSG00000090273 0 6 5 6 2 3
ENSMUSG00000024206 17 22 15 19 12 11
ENSMUSG00000023861 1204 1214 1149 1225 1238 1165
ENSMUSG00000023885 21 27 29 23 13 29
ENSMUSG00000079311 653 649 630 839 810 813
ENSMUSG00000089053 0 0 0 0 0 0
ENSMUSG00000046991 2 5 6 4 4 0
ENSMUSG00000092577 34 32 21 25 47 40
ENSMUSG00000050088 233 204 224 247 240 228
ENSMUSG00000023883 109 125 120 142 125 119
ENSMUSG00000116780 0 0 0 0 0 0
ENSMUSG00000116953 4 8 3 5 3 6
ENSMUSG00000079710 0 0 0 0 0 0
ENSMUSG00000116895 5 3 5 6 8 11
ENSMUSG00000079707 0 0 0 0 0 0
ENSMUSG00000036552 76 63 76 87 78 84
ENSMUSG00000116655 1 0 0 0 0 0
ENSMUSG00000097624 0 0 0 0 0 0
ENSMUSG00000116851 0 0 0 0 0 0
ENSMUSG00000116647 17 14 19 18 7 17
ENSMUSG00000002274 37 35 27 36 21 35
ENSMUSG00000025730 91 79 78 85 74 93
ENSMUSG00000037098 144 166 154 215 211 213
ENSMUSG00000024182 221 235 194 288 215 224
ENSMUSG00000117551 0 0 0 0 0 0
ENSMUSG00000034413 26 32 27 5 10 19
ENSMUSG00000063239 0 0 0 0 0 0
ENSMUSG00000116682 0 0 0 0 0 0
ENSMUSG00000116568 0 0 0 0 0 0
ENSMUSG00000082177 88 64 68 90 80 91
ENSMUSG00000082741 683 706 628 729 749 712
ENSMUSG00000116657 6 5 2 5 6 8
ENSMUSG00000116548 0 0 0 0 0 0
ENSMUSG00000046711 205 205 200 177 184 161
ENSMUSG00000062753 40 23 26 17 13 24
ENSMUSG00000116884 0 1 0 1 1 0
ENSMUSG00000024213 205 210 216 210 253 223
ENSMUSG00000117338 0 0 0 0 0 0
ENSMUSG00000116571 2 0 0 3 0 5
ENSMUSG00000052146 36 31 39 35 41 39
ENSMUSG00000087387 0 0 0 1 2 0
ENSMUSG00000040276 4 2 9 6 2 3
ENSMUSG00000024215 0 0 0 0 0 0
ENSMUSG00000086485 0 0 0 0 0 0
ENSMUSG00000117189 0 0 0 0 0 0
ENSMUSG00000038677 0 2 10 0 1 0
ENSMUSG00000117171 1 1 4 0 5 6
ENSMUSG00000024220 165 172 196 154 159 163
ENSMUSG00000002257 9 6 3 4 12 6
ENSMUSG00000117028 1 0 1 1 0 1
ENSMUSG00000002250 78 112 105 132 116 117
ENSMUSG00000007570 75 73 73 83 84 90
ENSMUSG00000117027 3 1 2 2 4 4
ENSMUSG00000117303 0 0 0 0 0 0
ENSMUSG00000037805 1288 1315 1340 1440 1488 1451
ENSMUSG00000002249 177 160 160 140 140 122
ENSMUSG00000037446 1 1 1 0 0 0
ENSMUSG00000024222 709 725 667 1594 1489 1533
ENSMUSG00000117313 4 2 2 5 10 3
ENSMUSG00000117084 166 181 192 64 94 79
ENSMUSG00002076503 10 3 6 2 0 0
ENSMUSG00000117294 11 26 22 3 5 7
ENSMUSG00000117304 1 0 0 0 0 0
ENSMUSG00000097714 0 0 0 0 0 0
ENSMUSG00000066170 15 7 12 2 1 4
ENSMUSG00002076476 2 0 0 0 0 1
ENSMUSG00000117131 0 0 0 1 2 0
ENSMUSG00000024223 0 0 0 0 0 0
ENSMUSG00000024224 0 0 0 0 0 0
ENSMUSG00000024225 0 0 0 0 1 0
ENSMUSG00000099152 0 0 0 0 0 0
ENSMUSG00000062252 1 0 1 3 1 0
ENSMUSG00000004865 214 224 229 255 278 270
ENSMUSG00000036196 0 0 2 2 1 2
ENSMUSG00000053436 895 846 871 1224 1200 1253
ENSMUSG00000117145 243 243 224 302 259 278
ENSMUSG00000117760 0 0 0 0 0 0
ENSMUSG00000118205 0 0 0 0 0 0
ENSMUSG00000118119 0 0 0 0 0 0
ENSMUSG00000118281 0 0 0 0 0 0
ENSMUSG00000024027 6 6 3 2 0 2
ENSMUSG00000117786 0 0 0 0 0 0
ENSMUSG00000118284 0 0 0 1 1 0
ENSMUSG00000054134 0 1 1 0 0 2
ENSMUSG00002076283 0 0 0 0 0 0
ENSMUSG00000118169 0 0 0 0 0 0
ENSMUSG00002075577 0 0 0 0 0 0
ENSMUSG00000079553 10 19 9 6 3 2
ENSMUSG00000032915 79 60 75 34 32 25
ENSMUSG00000117045 0 0 0 0 0 0
ENSMUSG00000093740 0 0 0 0 0 0
ENSMUSG00000057835 20 27 29 30 18 31
ENSMUSG00000003198 50 57 34 30 40 38
ENSMUSG00000059912 1 2 3 1 2 0
ENSMUSG00000062101 25 36 26 33 20 25
ENSMUSG00000003206 9 9 10 4 9 4
ENSMUSG00000097077 1 3 6 0 0 1
ENSMUSG00000003208 41 36 38 40 46 45
ENSMUSG00000039154 0 3 0 1 1 1
ENSMUSG00000011589 0 0 1 0 0 3
ENSMUSG00000038781 376 369 364 425 409 455
ENSMUSG00000003199 539 535 519 659 627 657
ENSMUSG00000084755 33 41 47 66 52 47
ENSMUSG00000003200 197 193 178 176 190 187
ENSMUSG00000002835 33 26 34 11 25 15
ENSMUSG00000019578 99 103 89 121 105 91
ENSMUSG00000002833 289 325 283 363 346 353
ENSMUSG00000002831 75 74 74 176 132 154
ENSMUSG00000011305 219 247 220 405 382 370
ENSMUSG00000037095 776 675 732 1185 1094 1123
ENSMUSG00000121227 8 9 4 5 3 1
ENSMUSG00000001227 46 45 49 61 43 48
ENSMUSG00000044469 155 177 168 142 124 136
ENSMUSG00002075797 0 0 0 0 0 0
ENSMUSG00000019579 354 366 338 389 412 370
ENSMUSG00000001229 555 630 529 412 456 378
ENSMUSG00000117176 2 4 6 7 2 4
ENSMUSG00000117172 0 0 0 0 0 0
ENSMUSG00000065491 0 0 0 0 0 0
ENSMUSG00000043683 356 291 298 365 371 334
ENSMUSG00000047123 188 169 165 188 193 182
ENSMUSG00000024197 492 520 523 309 379 317
ENSMUSG00000073380 0 0 0 0 0 0
ENSMUSG00000001228 37 43 40 25 23 23
ENSMUSG00000024201 114 109 165 134 146 128
ENSMUSG00000013236 109 95 90 85 78 95
ENSMUSG00000098339 0 0 0 0 0 0
ENSMUSG00000117561 0 0 0 0 0 0
ENSMUSG00000059811 1297 1293 1294 1610 1674 1614
ENSMUSG00000117458 517 457 509 580 536 528
ENSMUSG00000117415 0 0 0 0 0 0
ENSMUSG00000024095 327 310 301 282 269 297
ENSMUSG00000088183 0 0 0 1 0 0
ENSMUSG00000117518 436 387 352 539 510 520
ENSMUSG00000088276 0 0 0 0 0 0
ENSMUSG00000035473 1311 1337 1370 1517 1584 1502
ENSMUSG00002075088 0 0 1 0 0 0
ENSMUSG00000097803 634 573 612 670 698 629
ENSMUSG00000117344 5 6 5 2 4 13
ENSMUSG00000098438 0 0 1 0 0 0
ENSMUSG00000093460 1 0 1 0 2 4
ENSMUSG00002076421 0 0 0 0 0 0
ENSMUSG00002076730 0 0 0 0 0 0
ENSMUSG00000038805 0 1 0 0 0 0
ENSMUSG00002076389 0 0 0 0 0 0
ENSMUSG00002076464 0 0 0 0 0 0
ENSMUSG00002076945 0 0 0 0 0 0
ENSMUSG00002076352 0 0 0 0 0 0
ENSMUSG00002076084 0 0 0 0 0 0
ENSMUSG00000099635 0 0 0 0 0 0
ENSMUSG00000024134 0 0 0 1 0 0
ENSMUSG00000117422 0 0 0 0 0 0
ENSMUSG00000100345 0 1 0 0 0 0
ENSMUSG00000058869 13 7 7 6 7 12
ENSMUSG00000121628 0 0 0 0 0 0
ENSMUSG00000062036 0 0 0 0 0 0
ENSMUSG00000121640 0 0 0 0 0 0
ENSMUSG00000045842 2 0 2 0 0 0
ENSMUSG00000121736 6 3 4 3 3 4
ENSMUSG00000117037 0 0 0 0 0 0
ENSMUSG00000121743 1 1 2 2 3 5
ENSMUSG00000085521 0 0 0 0 0 0
ENSMUSG00000121749 16 43 25 14 29 27
ENSMUSG00000117291 0 0 0 0 0 0
ENSMUSG00000121756 0 0 0 0 0 0
ENSMUSG00000117974 0 0 0 0 0 0
ENSMUSG00000121757 0 0 0 0 0 0
ENSMUSG00000118382 0 0 0 0 0 0
ENSMUSG00000121758 3 5 1 0 6 4
ENSMUSG00000118295 0 0 0 0 0 0
ENSMUSG00000121760 1 0 0 4 2 2
ENSMUSG00000023350 0 0 0 0 0 0
ENSMUSG00000121761 0 0 0 0 0 0
ENSMUSG00000116995 0 0 0 0 0 0
ENSMUSG00000121789 43 49 57 75 58 61
ENSMUSG00000100865 596 543 520 604 608 573
ENSMUSG00000121796 5 6 6 8 9 10
ENSMUSG00000117013 0 1 2 0 0 0
ENSMUSG00000121815 5 1 3 9 3 4
ENSMUSG00000057580 0 0 0 0 0 0
ENSMUSG00000121823 74 91 102 74 118 106
ENSMUSG00000117239 0 0 0 0 0 0
ENSMUSG00000121828 0 2 1 1 0 0
ENSMUSG00000117146 0 0 0 0 0 0
ENSMUSG00000121836 0 0 0 0 0 0
ENSMUSG00000080731 1 1 0 0 1 0
ENSMUSG00000121850 0 0 0 0 0 0
ENSMUSG00000121610 3 0 4 5 0 0
ENSMUSG00000121901 0 0 0 0 0 0
ENSMUSG00000121902 0 0 0 0 0 0
ENSMUSG00000024176 0 0 2 1 1 1
ENSMUSG00000023826 38 32 34 37 62 64
ENSMUSG00000072761 29 21 30 19 19 15
ENSMUSG00000043747 0 0 0 0 0 0
ENSMUSG00000085185 1 2 2 4 2 3
ENSMUSG00000024163 298 261 259 296 264 276
ENSMUSG00000013562 0 0 0 0 1 0
ENSMUSG00000024340 0 0 0 2 0 0
ENSMUSG00000060550 20 29 14 21 19 20
ENSMUSG00000038311 0 0 0 0 0 0
ENSMUSG00000024457 512 494 507 453 396 420
ENSMUSG00000079414 0 1 1 0 0 1
ENSMUSG00000095193 20 25 39 12 19 8
ENSMUSG00000035521 179 195 186 223 221 215
ENSMUSG00000024112 0 1 0 1 3 3
ENSMUSG00000121903 0 0 0 0 0 0
ENSMUSG00000024175 0 0 0 0 0 0
ENSMUSG00000050824 0 0 0 0 0 1
ENSMUSG00000117437 0 0 0 0 0 0
ENSMUSG00000117420 0 0 0 0 0 0
ENSMUSG00000117577 0 0 1 0 0 0
ENSMUSG00000117544 0 0 0 0 0 0
ENSMUSG00000117445 0 0 0 0 0 0
ENSMUSG00000091475 1 1 1 1 0 0
ENSMUSG00000015126 78 75 84 74 65 71
ENSMUSG00000047507 3 1 7 6 3 1
ENSMUSG00000093202 0 0 0 0 0 0
ENSMUSG00000015120 920 894 864 916 1022 937
ENSMUSG00000056399 2 0 3 0 0 0
ENSMUSG00000088930 0 0 0 0 0 0
ENSMUSG00000024171 0 0 0 0 0 0
ENSMUSG00000034039 0 0 0 0 0 0
ENSMUSG00000098180 31 33 28 32 37 47
ENSMUSG00000117517 0 0 0 0 0 0
ENSMUSG00000024173 0 0 0 0 0 0
ENSMUSG00000033825 0 0 0 0 0 0
ENSMUSG00000033200 0 0 0 0 0 0
ENSMUSG00000040888 232 213 227 232 253 231
ENSMUSG00000024209 1 0 3 0 3 4
ENSMUSG00000024212 261 213 223 228 246 244
ENSMUSG00000045019 0 0 1 0 0 0
ENSMUSG00000117245 0 0 0 0 0 0
ENSMUSG00000002660 287 300 317 406 323 410
ENSMUSG00000002661 58 62 69 68 61 42
ENSMUSG00000002664 0 2 0 1 1 0
ENSMUSG00000058435 1 0 0 0 0 0
ENSMUSG00000083369 0 0 0 0 0 0
ENSMUSG00000073420 0 0 0 0 0 0
ENSMUSG00000121344 0 0 0 0 0 0
ENSMUSG00000083020 0 2 1 0 0 1
ENSMUSG00000092618 2 1 4 0 0 0
ENSMUSG00000083441 0 0 0 0 0 0
ENSMUSG00000061728 0 0 0 0 0 0
ENSMUSG00000015468 63 52 56 60 59 52
ENSMUSG00000092406 0 0 0 0 0 0
ENSMUSG00000034786 41 44 35 21 44 46
ENSMUSG00000034673 176 215 210 166 201 189
ENSMUSG00000015452 11 5 4 7 2 1
ENSMUSG00000015478 291 226 261 336 330 310
ENSMUSG00000092395 0 0 0 0 0 0
ENSMUSG00000034254 155 161 151 159 158 172
ENSMUSG00000015467 3 0 10 2 3 4
ENSMUSG00000092176 0 0 0 0 0 0
ENSMUSG00000015474 187 175 136 151 158 159
ENSMUSG00000120681 10 9 9 11 11 5
ENSMUSG00000015476 14 6 11 7 7 8
ENSMUSG00000092525 0 0 0 0 0 0
ENSMUSG00000033739 37 39 27 36 51 40
ENSMUSG00000015461 144 161 151 195 179 159
ENSMUSG00000033327 112 126 122 183 182 176
ENSMUSG00000118746 1 2 0 1 1 0
ENSMUSG00000092471 20 15 7 19 12 17
ENSMUSG00000073418 10903 10709 10501 12219 11907 11998
ENSMUSG00000092202 0 1 0 0 0 0
ENSMUSG00000092543 0 0 0 0 0 0
ENSMUSG00002076034 0 0 0 0 0 0
ENSMUSG00000092200 0 0 0 0 0 0
ENSMUSG00000024365 5 4 2 5 4 5
ENSMUSG00000015451 29 34 28 43 36 28
ENSMUSG00000061207 67 80 65 92 104 76
ENSMUSG00000040482 168 123 139 149 177 131
ENSMUSG00000040356 580 578 591 703 704 672
ENSMUSG00000098458 0 0 0 0 2 0
ENSMUSG00000119345 0 0 0 0 0 0
ENSMUSG00000024369 212 222 208 199 223 245
ENSMUSG00000090231 45 44 53 58 51 36
ENSMUSG00000092511 0 0 0 0 0 0
ENSMUSG00000098445 0 0 1 2 1 1
ENSMUSG00000024371 303 253 304 294 312 333
ENSMUSG00000116618 0 0 0 0 0 0
ENSMUSG00000052031 38 27 24 28 30 40
ENSMUSG00000094724 1 1 3 0 5 2
ENSMUSG00000116876 0 0 0 0 0 0
ENSMUSG00000023809 6 2 11 9 12 5
ENSMUSG00000119398 0 0 0 0 0 0
ENSMUSG00000116935 0 0 1 0 0 0
ENSMUSG00000071322 0 1 0 0 0 0
ENSMUSG00000079722 0 1 0 0 0 0
ENSMUSG00000116672 0 0 0 0 0 0
ENSMUSG00000056133 29 7 18 10 8 9
ENSMUSG00002076013 0 0 0 0 0 0
ENSMUSG00000116702 0 0 0 0 0 0
ENSMUSG00000116585 0 0 0 0 0 0
ENSMUSG00000116955 0 0 0 0 0 0
ENSMUSG00000090069 1 2 0 7 4 3
ENSMUSG00000033450 7 1 7 6 5 8
ENSMUSG00000073471 35 17 7 10 23 14
ENSMUSG00000116760 0 0 0 0 0 0
ENSMUSG00000116988 0 0 0 0 0 0
ENSMUSG00000118778 0 0 0 0 0 0
ENSMUSG00000095687 0 0 0 1 1 0
ENSMUSG00000069135 84 92 99 91 104 120
ENSMUSG00000038545 142 146 147 118 125 101
ENSMUSG00000023971 139 133 124 135 128 110
ENSMUSG00000063576 456 421 453 492 430 402
ENSMUSG00000002768 202 202 208 287 273 297
ENSMUSG00000059409 297 371 311 326 275 345
ENSMUSG00000002763 1034 967 906 1038 1000 987
ENSMUSG00000002769 12373 11773 11785 18610 18522 17726
ENSMUSG00000023973 360 340 315 393 368 385
ENSMUSG00000036858 2 4 2 1 0 0
ENSMUSG00000062619 226 232 206 273 265 283
ENSMUSG00000063888 453 437 395 449 466 455
ENSMUSG00000036568 222 220 219 213 216 206
ENSMUSG00000121152 0 0 0 0 0 0
ENSMUSG00000024168 53 65 60 69 70 68
ENSMUSG00000024170 47 69 59 71 73 74
ENSMUSG00000044172 0 0 0 0 0 0
ENSMUSG00000036636 395 451 419 495 509 505
ENSMUSG00000059562 0 1 0 0 0 0
ENSMUSG00000114245 0 0 0 0 0 0
ENSMUSG00000067722 175 180 170 193 209 212
ENSMUSG00000015127 33 51 38 32 41 40
ENSMUSG00000117541 0 0 1 0 1 0
ENSMUSG00000118362 1 1 0 0 0 0
ENSMUSG00000047161 0 0 0 0 0 0
ENSMUSG00000058064 998 882 828 981 936 890
ENSMUSG00000089454 0 0 0 0 0 0
ENSMUSG00000043223 45 35 42 70 55 65
ENSMUSG00002076444 0 0 0 0 0 0
ENSMUSG00000117532 0 0 0 0 0 0
ENSMUSG00002076050 0 0 0 0 0 0
ENSMUSG00000063628 60 54 36 49 55 30
ENSMUSG00000024304 1232 1215 1161 1197 1214 1249
ENSMUSG00000085575 0 0 0 0 0 0
ENSMUSG00000086095 3 4 4 1 5 5
ENSMUSG00000082608 0 0 0 0 1 0
ENSMUSG00000087170 0 0 1 0 0 0
ENSMUSG00000077305 0 0 0 0 0 0
ENSMUSG00002076623 0 0 0 0 0 0
ENSMUSG00000117615 0 0 0 0 0 0
ENSMUSG00000117491 0 0 0 0 0 0
ENSMUSG00000048799 208 210 208 212 246 214
ENSMUSG00000117439 6 5 9 15 14 12
ENSMUSG00002076588 0 0 0 0 0 0
ENSMUSG00000117574 0 0 0 0 0 0
ENSMUSG00000117378 0 0 0 0 0 0
ENSMUSG00000117636 63 96 66 59 61 56
ENSMUSG00002075071 0 0 0 0 0 0
ENSMUSG00002076979 0 0 0 0 0 0
ENSMUSG00000073563 310 300 324 583 611 558
ENSMUSG00000069376 1061 1042 1043 1243 1160 1193
ENSMUSG00000117769 2 1 2 4 2 2
ENSMUSG00000117881 0 0 0 0 0 0
ENSMUSG00000118103 0 0 0 0 0 0
ENSMUSG00000118154 0 0 0 0 0 0
ENSMUSG00000118307 1 0 3 3 0 0
ENSMUSG00000118120 0 0 0 0 0 0
ENSMUSG00000117825 0 0 0 0 0 0
ENSMUSG00000118063 0 0 0 0 0 0
ENSMUSG00000059898 0 0 2 0 0 0
ENSMUSG00000052713 79 62 76 45 19 50
ENSMUSG00000084521 0 0 0 0 0 0
ENSMUSG00000117733 0 0 0 0 0 0
ENSMUSG00000104521 0 0 0 0 0 0
ENSMUSG00000088227 0 0 0 0 0 0
ENSMUSG00000104455 0 0 0 0 0 0
ENSMUSG00000103555 0 0 0 0 0 0
ENSMUSG00000092702 2 3 1 2 3 3
ENSMUSG00000098119 0 0 0 0 0 0
ENSMUSG00000098007 0 0 0 0 0 2
ENSMUSG00000118348 7 2 2 4 3 2
ENSMUSG00000118141 0 0 0 0 0 0
ENSMUSG00002076978 0 0 0 0 0 0
ENSMUSG00000098141 16 15 8 18 18 16
ENSMUSG00002075198 0 0 0 0 0 0
ENSMUSG00000088440 0 0 0 0 0 0
ENSMUSG00002075430 0 0 0 0 0 0
ENSMUSG00000118137 0 0 0 0 0 0
ENSMUSG00000117688 0 0 0 0 0 0
ENSMUSG00000001700 401 378 379 412 397 401
ENSMUSG00000024331 552 529 596 621 648 593
ENSMUSG00000044322 0 0 0 0 0 0
ENSMUSG00000034774 86 96 68 297 286 258
ENSMUSG00000069441 0 0 0 2 0 2
ENSMUSG00000061928 3 0 1 3 0 2
ENSMUSG00000053644 3158 3179 3200 4621 4488 4335
ENSMUSG00000118186 88 85 85 87 76 80
ENSMUSG00000099196 0 1 0 0 0 3
ENSMUSG00000001804 0 0 0 0 0 0
ENSMUSG00000117480 0 0 0 0 0 0
ENSMUSG00000008301 191 185 164 193 161 181
ENSMUSG00000032900 0 0 1 0 0 0
ENSMUSG00000117812 0 0 0 0 0 0
ENSMUSG00000118153 0 0 0 0 0 0
ENSMUSG00000118275 3 4 5 5 6 4
ENSMUSG00000024590 66 105 67 67 74 75
ENSMUSG00000032656 17 8 4 9 10 5
