Geneid FLT1.bam FLT2.bam FLT3.bam GC1.bam GC2.bam GC3.bam
ENSMUSG00000039097 0 0 0 0 0 0
ENSMUSG00000117834 0 0 0 0 0 0
ENSMUSG00000040901 0 0 0 0 0 0
ENSMUSG00000101630 0 0 0 0 0 0
ENSMUSG00000016495 109 102 124 114 75 98
ENSMUSG00000025094 19 15 23 22 16 17
ENSMUSG00000016496 42 54 46 28 20 23
ENSMUSG00000117964 9 3 10 6 3 7
ENSMUSG00000074746 356 348 338 414 384 382
ENSMUSG00000067038 1414 1363 1274 1192 1196 1175
ENSMUSG00000118276 0 0 0 0 0 0
ENSMUSG00000110210 0 0 0 0 0 0
ENSMUSG00000043969 0 0 0 0 0 0
ENSMUSG00000100119 0 0 0 0 0 0
ENSMUSG00000118118 0 0 0 0 0 0
ENSMUSG00000016498 6 4 1 3 0 0
ENSMUSG00000118031 0 0 0 0 0 0
ENSMUSG00000118190 0 0 0 0 0 0
ENSMUSG00000090965 0 1 0 1 1 1
ENSMUSG00000040022 119 119 120 174 185 172
ENSMUSG00000091378 0 0 0 0 0 0
ENSMUSG00000118291 21 8 8 10 3 4
ENSMUSG00000118166 0 0 0 0 0 0
ENSMUSG00000057858 56 48 57 60 72 50
ENSMUSG00000099678 0 0 0 0 0 0
ENSMUSG00000045052 0 0 0 0 0 0
ENSMUSG00000024937 207 191 175 121 116 126
ENSMUSG00000024939 0 0 0 0 0 0
ENSMUSG00000118125 10 13 4 11 10 7
ENSMUSG00000038658 349 341 377 390 379 384
ENSMUSG00000079478 0 0 1 0 0 2
ENSMUSG00000033417 515 507 523 628 580 583
ENSMUSG00002075851 0 0 0 0 0 0
ENSMUSG00000117790 0 1 0 0 0 0
ENSMUSG00000072437 1 3 0 6 3 0
ENSMUSG00000024991 1951 1891 1824 1871 1781 1705
ENSMUSG00000118735 0 0 0 0 0 0
ENSMUSG00002075991 0 0 3 0 0 0
ENSMUSG00002075125 0 0 0 0 0 0
ENSMUSG00000046324 416 363 384 399 343 373
ENSMUSG00000024806 0 0 0 0 0 0
ENSMUSG00000024940 30 35 35 45 43 53
ENSMUSG00000024993 171 188 154 176 203 170
ENSMUSG00000046138 251 252 249 325 324 298
ENSMUSG00000118251 0 0 0 0 0 0
ENSMUSG00000083036 0 0 0 0 0 0
ENSMUSG00000074909 108 131 110 132 127 137
ENSMUSG00000117883 0 0 0 0 0 0
ENSMUSG00000063698 4 7 6 5 5 4
ENSMUSG00000024997 934 901 888 1008 960 1025
ENSMUSG00000024810 41 23 23 29 36 26
ENSMUSG00000087937 0 0 0 0 0 0
ENSMUSG00000024815 0 1 0 0 0 0
ENSMUSG00000003228 38 30 38 43 32 36
ENSMUSG00000096578 2 8 2 11 2 5
ENSMUSG00000088894 0 0 0 0 0 0
ENSMUSG00000024817 282 315 271 295 338 333
ENSMUSG00000024941 378 375 367 394 350 340
ENSMUSG00000024827 1443 1379 1314 963 890 942
ENSMUSG00000058607 53 51 51 52 51 41
ENSMUSG00000024863 4638 4715 4448 4345 3948 3940
ENSMUSG00002075891 0 0 0 0 0 0
ENSMUSG00002075253 0 0 0 0 0 0
ENSMUSG00000118374 0 0 0 0 0 0
ENSMUSG00000117953 0 0 0 0 0 0
ENSMUSG00000058816 21 27 29 26 27 21
ENSMUSG00000024868 0 0 0 0 0 0
ENSMUSG00000052920 13 10 13 13 11 23
ENSMUSG00002076671 0 0 0 0 0 0
ENSMUSG00000053536 311 304 261 274 265 303
ENSMUSG00000118011 1 0 0 0 0 0
ENSMUSG00000052595 1540 1637 1547 1752 1611 1805
ENSMUSG00000114443 44 35 42 46 62 51
ENSMUSG00000118366 1063 1098 1071 1033 1073 999
ENSMUSG00000024887 429 412 417 490 499 481
ENSMUSG00000040451 182 156 164 201 200 194
ENSMUSG00000118064 0 0 0 0 0 0
ENSMUSG00000118355 0 0 0 0 0 0
ENSMUSG00000118329 1 0 0 0 0 0
ENSMUSG00000062456 1347 1389 1385 1556 1530 1583
ENSMUSG00000024896 333 388 363 372 375 370
ENSMUSG00000118106 19 10 6 10 7 9
ENSMUSG00000118289 0 0 0 0 0 0
ENSMUSG00000086875 0 0 0 0 1 0
ENSMUSG00000079344 0 0 0 0 0 0
ENSMUSG00000118121 0 0 0 0 0 0
ENSMUSG00000024766 24 28 27 23 23 18
ENSMUSG00000118513 0 0 0 0 0 0
ENSMUSG00002075994 0 0 0 0 0 0
ENSMUSG00000086812 0 0 0 0 0 0
ENSMUSG00000118360 0 0 0 0 0 0
ENSMUSG00000117667 11 9 9 8 5 27
ENSMUSG00000085924 0 0 0 0 0 0
ENSMUSG00000087303 0 0 0 0 0 0
ENSMUSG00000079342 0 0 0 0 0 0
ENSMUSG00000037603 2 1 1 2 1 5
ENSMUSG00000085934 0 0 0 0 0 0
ENSMUSG00000117821 0 0 0 0 0 0
ENSMUSG00000065380 0 0 0 0 0 0
ENSMUSG00000024768 0 0 0 0 0 0
ENSMUSG00000024771 0 0 0 0 0 0
ENSMUSG00000118302 5 10 9 7 16 8
ENSMUSG00000024770 0 0 0 0 0 0
ENSMUSG00002075813 0 0 0 0 0 0
ENSMUSG00000056078 0 0 0 0 0 0
ENSMUSG00000024774 0 1 0 0 1 0
ENSMUSG00000024776 16 28 12 14 9 17
ENSMUSG00000035783 53 89 80 46 67 79
ENSMUSG00000118066 0 0 0 0 0 0
ENSMUSG00000024778 154 108 145 134 129 125
ENSMUSG00002075250 0 0 0 0 0 0
ENSMUSG00002076079 0 0 0 0 0 0
ENSMUSG00000050370 0 4 4 1 0 0
ENSMUSG00000097558 0 0 0 0 0 0
ENSMUSG00000024781 2365 2527 2441 2242 2423 2234
ENSMUSG00000118048 0 0 0 0 0 0
ENSMUSG00000045932 118 82 79 62 82 76
ENSMUSG00000074896 234 278 239 174 205 182
ENSMUSG00000079339 13 20 9 7 2 7
ENSMUSG00000062488 98 84 83 43 64 53
ENSMUSG00000024786 1 0 0 0 0 0
ENSMUSG00000067297 8 5 11 3 3 4
ENSMUSG00000118260 1 0 1 1 2 0
ENSMUSG00000034459 408 354 345 204 212 218
ENSMUSG00000024784 0 0 0 1 0 0
ENSMUSG00000009378 838 890 858 1599 1636 1609
ENSMUSG00000118098 0 1 4 3 6 3
ENSMUSG00002074940 0 0 0 0 0 0
ENSMUSG00000118083 0 0 0 0 0 0
ENSMUSG00000088212 0 0 0 0 2 0
ENSMUSG00000117945 0 0 0 0 0 0
ENSMUSG00000024777 78 85 91 81 61 83
ENSMUSG00000033610 3093 3026 3003 3318 3389 3168
ENSMUSG00000065594 0 0 0 0 0 0
ENSMUSG00000024773 495 449 486 489 555 472
ENSMUSG00000065582 0 0 0 0 0 0
ENSMUSG00000065523 1 1 0 0 0 0
ENSMUSG00000085196 0 0 0 2 0 0
ENSMUSG00000024772 415 443 494 429 461 445
ENSMUSG00000024769 204 230 164 171 179 186
ENSMUSG00000117681 0 0 0 0 0 0
ENSMUSG00000024795 23 20 33 15 5 4
ENSMUSG00000089151 0 0 0 0 0 0
ENSMUSG00000101966 4 11 11 24 14 9
ENSMUSG00000117865 0 0 0 0 0 0
ENSMUSG00000117973 0 0 0 0 0 0
ENSMUSG00000089087 0 0 0 0 0 0
ENSMUSG00002075816 0 0 0 0 0 0
ENSMUSG00002076303 0 0 0 0 0 0
ENSMUSG00000118212 0 0 2 0 0 0
ENSMUSG00000077205 0 0 0 0 0 0
ENSMUSG00000024798 1 0 1 3 0 0
ENSMUSG00000024800 34 23 33 56 27 31
ENSMUSG00000024803 3 4 0 4 0 1
ENSMUSG00000117998 0 0 0 0 0 0
ENSMUSG00000118032 0 0 0 0 0 0
ENSMUSG00000114859 0 0 0 1 1 0
ENSMUSG00000100969 0 0 1 1 0 0
ENSMUSG00000117761 0 0 0 0 1 2
ENSMUSG00000118966 0 0 0 0 0 0
ENSMUSG00000118182 0 0 2 0 0 0
ENSMUSG00000117928 0 0 0 0 0 0
ENSMUSG00000118393 0 0 0 0 0 0
ENSMUSG00000118203 5 0 5 4 1 1
ENSMUSG00000117886 8 7 9 7 6 9
ENSMUSG00000024947 243 271 273 256 274 271
ENSMUSG00000024805 216 211 221 208 244 228
ENSMUSG00000114285 2 3 3 2 0 7
ENSMUSG00002076963 0 0 0 0 0 0
ENSMUSG00000114409 14 19 25 13 14 15
ENSMUSG00000114235 0 2 1 0 3 1
ENSMUSG00000024831 49 35 34 49 39 51
ENSMUSG00000024829 124 126 91 115 134 129
ENSMUSG00000099261 0 0 0 0 0 0
ENSMUSG00000118213 37 21 22 36 44 30
ENSMUSG00000024900 5375 5437 5339 6345 6235 6107
ENSMUSG00000041180 8 16 11 18 8 10
ENSMUSG00000024905 14 12 18 16 23 14
ENSMUSG00000024907 0 0 0 0 0 0
ENSMUSG00000024948 162 197 136 157 193 139
ENSMUSG00000040565 186 191 217 253 238 223
ENSMUSG00000099230 0 0 0 0 0 0
ENSMUSG00000024908 775 777 719 805 844 841
ENSMUSG00000114315 0 0 0 0 0 0
ENSMUSG00000075908 0 1 0 1 0 0
ENSMUSG00000114302 0 0 0 1 0 0
ENSMUSG00000024913 865 924 827 717 736 694
ENSMUSG00000118249 0 2 2 3 2 4
ENSMUSG00000035372 591 632 658 690 730 697
ENSMUSG00000117739 7 23 14 6 10 13
ENSMUSG00000118231 0 0 0 1 1 2
ENSMUSG00000118096 0 0 0 0 0 0
ENSMUSG00000117773 0 0 0 0 0 0
ENSMUSG00000024949 1138 1107 1124 1170 1224 1200
ENSMUSG00000032648 11 5 22 12 3 14
ENSMUSG00000053799 239 232 229 288 250 221
ENSMUSG00000062432 7 6 8 4 9 9
ENSMUSG00000024987 89 94 77 288 298 284
ENSMUSG00000117989 0 0 0 0 0 0
ENSMUSG00000117939 253 246 270 313 297 311
ENSMUSG00000118115 1 1 1 0 2 1
ENSMUSG00000032946 135 162 152 188 207 187
ENSMUSG00000084876 0 0 0 0 0 0
ENSMUSG00000045098 343 341 332 309 337 280
ENSMUSG00000082848 2 0 0 0 0 0
ENSMUSG00000033768 24 19 22 16 17 24
ENSMUSG00000048612 46 31 43 25 44 27
ENSMUSG00000117897 0 0 0 0 0 0
ENSMUSG00000052188 2 5 3 4 2 3
ENSMUSG00000069554 0 0 0 0 0 0
ENSMUSG00000061742 0 0 0 1 0 0
ENSMUSG00000024989 26 10 10 2 6 7
ENSMUSG00000064646 0 0 0 1 0 0
ENSMUSG00000054200 0 1 8 3 5 5
ENSMUSG00000024990 16802 16489 16123 23406 23446 23044
ENSMUSG00000024992 23 17 21 19 20 25
ENSMUSG00000054237 109 109 106 122 139 135
ENSMUSG00000067242 0 0 0 1 0 0
ENSMUSG00000118242 0 0 0 0 0 0
ENSMUSG00000105709 0 0 0 0 0 0
ENSMUSG00000118381 0 0 0 0 0 0
ENSMUSG00000117920 0 0 0 0 0 0
ENSMUSG00000118335 1 0 0 0 0 1
ENSMUSG00000044026 263 277 249 331 329 379
ENSMUSG00002075727 0 0 0 0 0 0
ENSMUSG00000024998 151 157 148 206 182 191
ENSMUSG00000117935 372 333 327 432 456 412
ENSMUSG00000101079 0 0 0 0 0 0
ENSMUSG00000024999 91 86 65 95 75 108
ENSMUSG00000048720 99 68 101 89 79 100
ENSMUSG00002075032 0 0 0 0 0 0
ENSMUSG00000025001 16 33 29 27 18 18
ENSMUSG00000114610 3 0 0 1 0 1
ENSMUSG00000025002 13 12 20 7 15 4
ENSMUSG00002075482 0 0 0 0 0 0
ENSMUSG00000067231 2 0 0 0 0 0
ENSMUSG00000067229 0 0 0 0 0 0
ENSMUSG00000003053 6604 6747 6229 8352 8226 7993
ENSMUSG00000118146 0 0 0 0 0 0
ENSMUSG00000032808 1406 1473 1461 1590 1548 1538
ENSMUSG00000025003 115 125 99 126 125 154
ENSMUSG00000062624 628 577 579 727 726 768
ENSMUSG00000074882 2214 2140 2137 2229 2287 2164
ENSMUSG00000025004 1005 1006 1054 1097 994 903
ENSMUSG00000092008 5085 5268 5177 2109 1973 2054
ENSMUSG00000117738 0 0 0 0 0 0
ENSMUSG00000042248 3599 3439 3469 4918 4893 4834
ENSMUSG00000067225 692 726 703 3719 3564 3565
ENSMUSG00000054827 2647 2527 2458 7196 6895 6995
ENSMUSG00000060613 3659 3594 3518 4127 4054 4005
ENSMUSG00000117785 185 184 183 232 164 205
ENSMUSG00000098091 363 359 319 413 383 401
ENSMUSG00000055044 241 220 209 322 322 331
ENSMUSG00000117793 12 19 10 18 14 22
ENSMUSG00000025006 365 445 384 255 322 319
ENSMUSG00000114796 2 0 1 1 1 1
ENSMUSG00000041845 123 111 121 77 94 74
ENSMUSG00000049303 5 3 12 6 3 4
ENSMUSG00000042041 92 72 88 56 55 58
ENSMUSG00000025007 24 21 19 30 24 22
ENSMUSG00000096592 59 34 34 42 59 58
ENSMUSG00000097792 0 0 0 0 1 0
ENSMUSG00000025008 1 5 7 6 4 7
ENSMUSG00000024892 4343 4277 4381 5745 5664 5510
ENSMUSG00000048120 50 60 39 49 55 41
ENSMUSG00000090041 0 0 0 0 0 0
ENSMUSG00000094388 1 0 0 0 1 0
ENSMUSG00000117952 0 0 0 0 0 0
ENSMUSG00000108929 6 6 3 0 5 6
ENSMUSG00000025010 32 30 34 19 29 20
ENSMUSG00000097740 0 0 0 0 0 0
ENSMUSG00000099118 0 0 0 0 0 0
ENSMUSG00000049164 90 109 95 81 81 88
ENSMUSG00000060675 94 131 83 85 92 72
ENSMUSG00000061132 56 52 59 39 46 49
ENSMUSG00000024972 0 2 0 1 0 0
ENSMUSG00000025014 102 101 96 59 83 83
ENSMUSG00000050121 0 0 0 0 0 0
ENSMUSG00000024973 0 0 0 0 0 0
ENSMUSG00000024761 251 275 251 351 329 310
ENSMUSG00000024757 0 0 0 0 0 0
ENSMUSG00000083160 3 1 5 2 1 3
ENSMUSG00000081596 3 1 2 6 5 0
ENSMUSG00000117937 0 1 1 0 0 0
ENSMUSG00000025013 0 0 0 0 0 0
ENSMUSG00000053303 1835 1729 1616 1660 1681 1564
ENSMUSG00000118312 3 2 1 4 4 2
ENSMUSG00000025016 1351 1398 1389 1625 1692 1612
ENSMUSG00000067656 298 285 236 223 248 214
ENSMUSG00002076220 0 1 1 0 1 1
ENSMUSG00000118220 369 382 374 403 451 384
ENSMUSG00000118036 17 15 9 12 16 25
ENSMUSG00000063590 4 8 6 2 8 14
ENSMUSG00000025017 1066 1035 961 603 597 610
ENSMUSG00000075044 16 26 26 24 23 17
ENSMUSG00000118280 2 8 2 0 7 2
ENSMUSG00000044065 1 0 0 1 0 0
ENSMUSG00000118345 232 230 212 303 273 275
ENSMUSG00000117877 39 26 26 40 38 37
ENSMUSG00000025019 130 116 113 175 154 173
ENSMUSG00000098286 0 0 0 0 0 1
ENSMUSG00000052562 688 706 703 756 809 724
ENSMUSG00000086174 478 437 402 492 492 472
ENSMUSG00000063796 0 0 0 0 0 1
ENSMUSG00000025020 4 1 4 4 0 2
ENSMUSG00002075271 0 0 0 0 0 0
ENSMUSG00000025154 33 38 31 35 21 32
ENSMUSG00000067199 34 36 63 33 33 46
ENSMUSG00000047604 9 8 11 20 20 13
ENSMUSG00000035049 38 47 48 65 91 64
ENSMUSG00000117675 8 1 0 0 0 2
ENSMUSG00000011752 1174 1063 1071 1372 1369 1324
ENSMUSG00000034321 88 79 67 72 75 74
ENSMUSG00000025157 67 71 75 71 62 60
ENSMUSG00000025159 241 286 229 263 292 284
ENSMUSG00000089102 0 1 0 0 0 0
ENSMUSG00000025171 51 71 62 68 73 73
ENSMUSG00000025172 10 12 18 8 10 11
ENSMUSG00000025176 1138 1079 1013 1509 1574 1447
ENSMUSG00000090369 86 82 81 70 72 90
ENSMUSG00000049670 11 3 10 1 3 5
ENSMUSG00000025178 521 528 551 512 546 536
ENSMUSG00000018821 172 162 165 225 240 211
ENSMUSG00000044345 403 409 424 607 676 663
ENSMUSG00000042401 0 0 0 0 0 0
ENSMUSG00000117706 0 0 0 0 0 0
ENSMUSG00000117728 0 0 0 0 0 0
ENSMUSG00000025184 98 104 89 135 108 121
ENSMUSG00000090117 0 0 0 0 0 0
ENSMUSG00000025185 11 14 19 13 6 7
ENSMUSG00000077768 0 0 0 0 0 0
ENSMUSG00000024658 0 3 0 1 0 0
ENSMUSG00000117804 222 222 261 304 233 297
ENSMUSG00002074975 0 0 0 0 0 0
ENSMUSG00000067608 196 174 180 256 202 240
ENSMUSG00000101398 0 0 0 0 0 0
ENSMUSG00000071640 54 39 44 61 57 31
ENSMUSG00000096818 0 0 0 0 0 0
ENSMUSG00000060224 201 165 173 116 110 133
ENSMUSG00000100141 8 12 8 8 9 5
ENSMUSG00000117756 0 0 0 0 2 0
ENSMUSG00000118383 12 6 10 6 5 9
ENSMUSG00000118354 0 0 0 0 0 0
ENSMUSG00000096872 0 0 0 0 0 0
ENSMUSG00002076484 0 0 0 0 0 0
ENSMUSG00000118138 3 0 1 1 4 1
ENSMUSG00000024660 66 78 66 40 30 51
ENSMUSG00000118325 0 0 0 0 0 0
ENSMUSG00002075984 0 0 0 0 0 0
ENSMUSG00000118008 0 0 0 0 0 0
ENSMUSG00000118065 0 0 0 0 0 0
ENSMUSG00000118183 0 0 0 0 2 0
ENSMUSG00000118123 0 0 0 0 0 1
ENSMUSG00000024661 14045 13509 12998 14385 14287 13670
ENSMUSG00000037418 0 0 0 0 1 0
ENSMUSG00000025188 85 103 100 67 69 71
ENSMUSG00000090235 2 1 4 1 1 2
ENSMUSG00000074852 1 4 0 0 3 0
ENSMUSG00002074881 0 0 0 0 0 0
ENSMUSG00000117880 0 0 0 0 0 0
ENSMUSG00000117682 11 9 5 5 5 12
ENSMUSG00000047509 35 36 40 39 35 30
ENSMUSG00000114742 0 0 0 0 0 0
ENSMUSG00000024663 33 54 47 34 41 32
ENSMUSG00000025189 16 19 14 23 28 22
ENSMUSG00000114721 0 0 0 0 0 0
ENSMUSG00000025190 2481 2363 2359 5110 5028 5107
ENSMUSG00000118221 0 0 0 0 0 0
ENSMUSG00000118308 1 1 1 1 0 0
ENSMUSG00000117991 0 0 0 0 0 0
ENSMUSG00000092250 0 0 0 0 0 0
ENSMUSG00000044220 0 0 1 0 0 0
ENSMUSG00002074883 0 0 0 0 0 0
ENSMUSG00000118236 0 0 0 0 0 0
ENSMUSG00000040414 192 207 192 236 219 227
ENSMUSG00000024664 627 647 607 288 310 316
ENSMUSG00000025192 45 30 27 51 47 30
ENSMUSG00000024665 11578 11573 11267 11398 11406 11054
ENSMUSG00000117700 1 6 4 5 7 3
ENSMUSG00000040018 235 250 247 254 277 295
ENSMUSG00000010663 10441 10604 10213 9545 9502 9450
ENSMUSG00000098363 3 5 9 6 6 2
ENSMUSG00000064032 2 1 4 5 1 2
ENSMUSG00000025193 136 80 89 109 111 117
ENSMUSG00000024742 3 0 4 0 1 1
ENSMUSG00000036372 187 162 166 191 187 182
ENSMUSG00000025194 8757 8662 8443 9871 9656 9492
ENSMUSG00000025195 444 429 414 701 813 711
ENSMUSG00000036098 356 378 411 376 330 340
ENSMUSG00000088490 1 2 0 0 0 1
ENSMUSG00000118000 4 1 0 1 2 4
ENSMUSG00002075235 0 1 0 0 2 0
ENSMUSG00000025196 3239 3215 3277 3030 3009 2955
ENSMUSG00000035735 5 26 10 14 10 11
ENSMUSG00000118330 1 0 0 0 0 0
ENSMUSG00000025197 2821 2797 2776 3349 3209 3260
ENSMUSG00000025198 484 433 466 433 454 447
ENSMUSG00000025199 1082 983 1055 1268 1131 1171
ENSMUSG00000025200 166 186 172 160 173 164
ENSMUSG00000077391 1 0 0 2 0 0
ENSMUSG00000024743 27 21 27 21 15 20
ENSMUSG00000118310 0 0 0 0 2 0
ENSMUSG00000090291 0 0 1 0 0 0
ENSMUSG00000057506 106 93 103 123 105 128
ENSMUSG00000037578 0 0 0 0 0 0
ENSMUSG00000025202 6 4 2 4 7 6
ENSMUSG00000117900 0 0 0 0 0 0
ENSMUSG00000035179 0 3 0 4 0 0
ENSMUSG00000024668 212 196 208 227 243 221
ENSMUSG00000034820 300 292 296 311 293 282
ENSMUSG00000024667 35 39 21 28 17 26
ENSMUSG00000024666 15 6 12 6 17 8
ENSMUSG00000117955 0 2 0 3 1 2
ENSMUSG00000034445 148 161 172 131 120 131
ENSMUSG00000034371 3550 3620 3358 4273 4330 4070
ENSMUSG00000024740 1789 1719 1758 2107 2007 2066
ENSMUSG00000043789 601 643 582 491 490 524
ENSMUSG00000118392 0 0 2 0 1 0
ENSMUSG00000024738 0 0 0 0 0 0
ENSMUSG00000114772 0 0 0 0 0 0
ENSMUSG00000048832 99 123 86 104 121 139
ENSMUSG00000024669 3 2 4 7 3 2
ENSMUSG00000025215 2 0 0 0 1 0
ENSMUSG00000092346 0 0 0 0 0 0
ENSMUSG00000025216 0 0 0 0 0 0
ENSMUSG00000102057 0 0 0 0 0 0
ENSMUSG00000114673 0 0 0 0 0 0
ENSMUSG00000024670 3 6 8 15 7 5
ENSMUSG00000024737 87 67 93 36 50 48
ENSMUSG00000118027 0 0 1 0 0 0
ENSMUSG00000024736 22 18 32 17 13 12
ENSMUSG00000034659 186 190 217 202 232 216
ENSMUSG00000025217 148 134 140 132 157 141
ENSMUSG00000057605 620 604 599 627 627 648
ENSMUSG00000025218 87 66 55 69 73 76
ENSMUSG00000041035 37 39 57 54 50 84
ENSMUSG00000024735 546 583 596 667 644 621
ENSMUSG00000024734 0 0 0 0 0 0
ENSMUSG00000040913 69 56 71 99 107 78
ENSMUSG00000034117 2 0 0 0 0 0
ENSMUSG00000025219 0 0 0 0 0 0
ENSMUSG00000056209 116 122 94 83 116 107
ENSMUSG00000025220 533 530 511 567 550 524
ENSMUSG00000101389 4 4 4 5 1 2
ENSMUSG00000101024 0 0 0 0 0 0
ENSMUSG00000024675 23 25 20 12 17 16
ENSMUSG00000100615 232 226 242 257 280 280
ENSMUSG00000056290 17 13 23 13 17 13
ENSMUSG00000079419 39 24 26 15 21 19
ENSMUSG00000058470 10 7 4 1 8 6
ENSMUSG00000100529 0 0 1 0 0 0
ENSMUSG00000024677 30 44 32 29 27 32
ENSMUSG00000024678 26 23 39 35 46 30
ENSMUSG00000067555 0 0 0 0 0 0
ENSMUSG00000104088 0 0 0 0 0 1
ENSMUSG00000024679 17 28 32 19 19 9
ENSMUSG00000119417 0 0 0 0 0 0
ENSMUSG00000024680 0 0 0 0 0 0
ENSMUSG00000024681 0 0 0 0 0 0
ENSMUSG00000055895 0 0 0 0 0 0
ENSMUSG00000041857 0 0 0 1 2 0
ENSMUSG00000088310 0 0 0 0 0 0
ENSMUSG00000089625 0 0 0 0 0 0
ENSMUSG00000055933 0 0 0 0 0 0
ENSMUSG00000100918 0 0 0 0 0 0
ENSMUSG00000024682 0 0 0 0 0 0
ENSMUSG00000024683 188 172 167 221 208 204
ENSMUSG00000025221 0 0 0 0 0 1
ENSMUSG00000039901 97 88 89 138 148 120
ENSMUSG00000117956 0 0 2 1 0 0
ENSMUSG00000117972 5 4 7 2 3 11
ENSMUSG00000097690 0 0 0 0 2 2
ENSMUSG00000074811 29 35 37 34 44 49
ENSMUSG00000041488 49 66 58 65 81 52
ENSMUSG00000048292 0 0 2 0 0 0
ENSMUSG00000060556 0 0 0 0 0 0
ENSMUSG00000108966 0 0 0 0 0 0
ENSMUSG00000067545 0 0 0 0 0 0
ENSMUSG00000051548 108 113 109 105 93 126
ENSMUSG00000060878 1 1 0 1 1 2
ENSMUSG00000046139 249 238 214 198 211 213
ENSMUSG00000104979 0 0 0 0 1 0
ENSMUSG00000077227 0 0 0 0 0 0
ENSMUSG00000024687 641 652 663 672 589 605
ENSMUSG00000109030 0 0 0 0 0 0
ENSMUSG00000109047 0 0 0 0 0 0
ENSMUSG00000108947 0 0 0 0 0 0
ENSMUSG00000109223 0 0 0 0 0 0
ENSMUSG00000067529 0 0 0 0 1 0
ENSMUSG00000109417 0 0 0 0 0 0
ENSMUSG00000067528 0 0 0 0 0 0
ENSMUSG00000067526 0 0 0 0 0 0
ENSMUSG00000044994 1 0 0 0 0 0
ENSMUSG00000067525 0 0 0 0 0 0
ENSMUSG00000067524 0 0 0 0 0 0
ENSMUSG00000067522 0 0 0 0 0 0
ENSMUSG00000108889 3 0 0 0 0 0
ENSMUSG00000109410 0 0 0 0 0 0
ENSMUSG00000094133 0 0 0 0 0 0
ENSMUSG00000109022 0 0 0 0 0 0
ENSMUSG00000025223 354 314 364 394 407 409
ENSMUSG00000067519 0 0 0 0 0 0
ENSMUSG00000097646 1 0 0 4 1 0
ENSMUSG00000060049 0 0 0 0 0 0
ENSMUSG00000118093 394 405 390 443 451 456
ENSMUSG00000095640 0 0 0 0 0 0
ENSMUSG00000109433 0 0 0 0 0 0
ENSMUSG00000067513 0 0 0 0 0 0
ENSMUSG00000109229 0 0 0 0 0 0
ENSMUSG00000096436 0 0 0 0 0 0
ENSMUSG00000109328 0 0 0 0 1 0
ENSMUSG00000109007 0 0 0 0 0 0
ENSMUSG00000046650 0 0 1 0 1 1
ENSMUSG00000050815 0 0 0 0 1 1
ENSMUSG00000040065 0 0 0 0 0 0
ENSMUSG00000086213 5 4 0 4 5 3
ENSMUSG00000055491 169 208 187 159 163 156
ENSMUSG00000024691 61 67 57 23 48 49
ENSMUSG00000071633 801 820 795 339 339 363
ENSMUSG00000063683 1722 1702 1605 1947 1977 1982
ENSMUSG00000065892 0 0 0 0 0 0
ENSMUSG00000044441 0 0 4 3 9 1
ENSMUSG00000045030 1 0 0 0 0 0
ENSMUSG00000109309 0 0 0 0 0 0
ENSMUSG00000024694 486 372 405 485 480 494
ENSMUSG00000084981 3 0 0 3 3 9
ENSMUSG00000079415 6 1 0 3 1 7
ENSMUSG00000118491 0 0 0 0 0 0
ENSMUSG00000024695 635 657 675 832 776 754
ENSMUSG00000015176 224 241 192 292 266 254
ENSMUSG00000117703 0 0 0 0 0 0
ENSMUSG00000038754 7 1 5 17 8 17
ENSMUSG00000024696 20 19 20 18 13 27
ENSMUSG00000091014 12 12 4 9 9 7
ENSMUSG00000025229 0 0 0 0 0 0
ENSMUSG00000046272 0 0 0 0 0 0
ENSMUSG00000045126 0 0 0 0 0 0
ENSMUSG00000057817 0 0 0 0 0 0
ENSMUSG00000060303 0 0 0 0 0 0
ENSMUSG00000048456 0 0 0 0 0 0
ENSMUSG00000049498 0 0 0 0 0 0
ENSMUSG00000062892 0 0 0 0 0 0
ENSMUSG00000094986 0 4 0 1 0 0
ENSMUSG00000109126 0 0 0 0 0 0
ENSMUSG00000067482 0 0 0 0 0 0
ENSMUSG00000061637 0 0 0 0 0 0
ENSMUSG00000062844 0 0 0 0 0 0
ENSMUSG00000057503 1 2 0 7 0 1
ENSMUSG00000109230 0 0 0 0 0 0
ENSMUSG00000096320 0 0 0 0 0 0
ENSMUSG00000095189 0 0 0 0 0 0
ENSMUSG00000109573 0 0 0 0 0 0
ENSMUSG00000096273 0 0 0 0 0 0
ENSMUSG00000096708 0 0 0 0 0 0
ENSMUSG00000109189 0 0 0 0 0 0
ENSMUSG00000071629 0 0 0 0 0 0
ENSMUSG00000025224 560 596 503 552 524 500
ENSMUSG00000109184 0 0 0 0 0 0
ENSMUSG00000108887 0 0 0 0 0 0
ENSMUSG00000118174 0 0 0 0 0 0
ENSMUSG00000095484 0 0 0 0 0 0
ENSMUSG00000108945 0 0 0 0 0 0
ENSMUSG00000109319 0 0 0 0 0 0
ENSMUSG00000108974 0 0 0 0 0 0
ENSMUSG00000093525 6 3 6 4 0 1
ENSMUSG00000086816 0 0 0 0 1 0
ENSMUSG00000096289 0 0 0 0 0 0
ENSMUSG00000109496 0 0 0 0 0 0
ENSMUSG00000109343 0 0 0 0 0 0
ENSMUSG00002075623 0 0 0 0 0 0
ENSMUSG00002076425 0 0 0 0 0 0
ENSMUSG00000094846 0 3 0 0 0 0
